Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"Roughing it,",,['Mark Twain'],http://books.google.com/books/content?id=BKgvAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=BKgvAAAAMAAJ&printsec=frontcover&dq=Roughing+it,&hl=&cd=1&source=gbs_api",,1873,https://play.google.com/store/books/details?id=BKgvAAAAMAAJ&source=gbs_api,,3.0
The Ordways,"“Good writing is rare enough. Storytelling is an even rarer skill. A genuinely comic vision is beyond price. The Ordways has all three.” —Time On the annual graveyard-working day in Clarksville, Texas, families come from all over East Texas to pay respects to their loved ones. The Ordways are one such clan, and in this eloquent and original novel, our narrator recounts the story of how he and his kin arrived in this magical land where the South meets the West. The tale begins with his great-grandfather, Thomas Ordway, who lost his sight at the Battle of Shiloh and vowed to quit Tennessee forever. He crossed the Red River into Texas and stopped on the edge of the featureless prairie, a landscape too mystifying even for a sightless man. Years later, the narrator’s grandfather, Sam Ordway, was forced to leave the forest behind when his three-year-old son, Ned, was kidnapped by a neighbor. Sam scoured the vast state of Texas in search of Ned but never found the boy. The mystery of what happened to him and what his long-hoped-for return might mean to the Ordways brings William Humphrey’s brilliant second novel to its rich and satisfying conclusion. A masterful blend of comedy, tragedy, and history, The Ordways is great American fiction in the tradition of William Faulkner and Mark Twain. This ebook features an illustrated biography of William Humphrey including rare photos form the author’s estate.",['William Humphrey'],http://books.google.com/books/content?id=beYVBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=beYVBgAAQBAJ&printsec=frontcover&dq=The+Ordways&hl=&cd=1&source=gbs_api,Open Road Media,2015-02-17,https://play.google.com/store/books/details?id=beYVBgAAQBAJ&source=gbs_api,['Fiction'],
Tom Sawyer Detective & Other Stories,"""Do you reckon Tom Sawyer was satisfied after all them adventures? No, he wasn't. It only just pisoned him for more."" So Huck declares at the start of the first of these once celebrated but now little-known sequels to Adventures of Huckleberry Finn. These unjustly neglected works are among the most enjoyable of Mark Twain's novels. In Tom Sawyer Abroad, Tom, Huck, and Jim travel across the Atlantic in a futuristic air balloon to encounter lions, robbers, fleas, and some of the world's greatest wonders. In Tom Saywer, Detective, Tom and Huck journey down the Mississippi to help solve a mysterious crime. Told in Huck's voice and replete with down-hime backwoods Missouri wisdom, these two stories tackle every subject from the Crusades and chronometers to ghosts and swearing popes.--Publisher description.","['Mark Twain', 'Richard A. Watson']",http://books.google.com/books/content?id=2KuqtknthLcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=2KuqtknthLcC&printsec=frontcover&dq=Tom+Sawyer+Detective&hl=&cd=1&source=gbs_api,Univ of California Press,2011-10-02,http://books.google.com/books?id=2KuqtknthLcC&dq=Tom+Sawyer+Detective&hl=&source=gbs_api,['Literary Criticism'],
India in Mind,"Ever since Herodotus reported that it was home to gold-digging ants, travelers have been intrigued by India in all its beguiling complexity. This superb anthology gives us some of the best fiction, nonfiction, and poetry that has been written about the world’s second most populous nation over the past two centuries. From Mark Twain’s puzzled fascination with Indian castes and customs, to Allen Ginsberg’s awe at the country’s spiritual and natural splendors, or from J. R. Ackerley’s delightful recollections of his visits with an eccentric gay Maharajah, to Gore Vidal’s unforgettable scene in his novel Creation, in which his character finally meets the Buddha and is bewildered–all twenty-five selections in India in Mind reveal a place that evokes, in the traveler, reactions ranging from fear and perplexity to astonishment and wonder. Edited and with an introduction and chapter notes by the award-winning novelist Pankaj Mishra, India in Mind is a marvel of sympathy, sensitivity, and perception, not to mention outstanding writing. From the Trade Paperback edition.",['Pankaj Mishra'],http://books.google.com/books/content?id=eWOOojLe1k0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eWOOojLe1k0C&pg=PP1&dq=India+in+Mind&hl=&cd=1&source=gbs_api,Vintage,2009-04-02,http://books.google.com/books?id=eWOOojLe1k0C&dq=India+in+Mind&hl=&source=gbs_api,['Travel'],2.0
Norton Book of Personal Essays,"An anthology of twentieth-century essays considers such wide-ranging topics as racial conflict, sky diving, and table athletics and includes the works of Mark Twain, Virginia Woolf, Willa Cather, E.B. White, Truman Capote, and Flannery O'Connor",['Joseph Epstein'],http://books.google.com/books/content?id=FbNxQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=FbNxQgAACAAJ&dq=Norton+Book+of+Personal+Essays&hl=&cd=1&source=gbs_api,W. W. Norton,1997,http://books.google.com/books?id=FbNxQgAACAAJ&dq=Norton+Book+of+Personal+Essays&hl=&source=gbs_api,['Literary Collections'],
Mark My Words: Mark Twain on Writing,"Provides a personal look at the man behind the writing through an amusing collection of his expressed opinions and thoughts on such topics as such as fellow writers, authors, editors, children's books, humor, and public speakers.","['Mark Twain', 'Mark Dawidziak']",http://books.google.com/books/content?id=-GN3QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-GN3QgAACAAJ&dq=Mark+My+Words:+Mark+Twain+on+Writing&hl=&cd=1&source=gbs_api,St Martins Press,1996,http://books.google.com/books?id=-GN3QgAACAAJ&dq=Mark+My+Words:+Mark+Twain+on+Writing&hl=&source=gbs_api,['Reference'],
Who Was Mark Twain?,"A humorist, narrator, and social observer, Mark Twain is unsurpassed in American literature. Best known as the author of The Adventures of Huckleberry Finn, Mark Twain, not unlike his protagonist, Huck, has a restless spirit. He found adventure prospecting for silver in Nevada, navigating steamboats down the Mississippi, and making people laugh around the world. But Twain also had a serious streak and decried racism and injustice. His fascinating life is captured candidly in this enjoyable biography.","['April Jones Prince', 'Who HQ']",http://books.google.com/books/content?id=zgiASzKKsPAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zgiASzKKsPAC&printsec=frontcover&dq=Who+Was+Mark+Twain%3F&hl=&cd=1&source=gbs_api,Penguin,2004-05-24,https://play.google.com/store/books/details?id=zgiASzKKsPAC&source=gbs_api,['Juvenile Nonfiction'],1.0
Mark Twain: A Biography,"Mark Twain, the American comic genius who portrayed, named, and in part exemplified America’s “Gilded Age,” comes alive in Justin Kaplan’s extraordinary biography. With brilliant immediacy, Mr. Clemens and Mark Twain brings to life a towering literary figure whose dual persona symbolized the emerging American conflict between down-to-earth morality and freewheeling ambition. As Mark Twain, he was the Mississippi riverboat pilot, the satirist with a fiery hatred of pretension, and the author of such classics as Tom Sawyer andHuckleberry Finn. As Mr. Clemens, he was the star who married an heiress, built a palatial estate, threw away fortunes on harebrained financial schemes, and lived the extravagant life that Mark Twain despised. Kaplan effectively portrays the triumphant-tragic man whose achievements and failures, laughter and anger, reflect a crucial generation in our past as well as his own dark, divided, and remarkably contemporary spirit. Mr. Clemens and Mark Twain brilliantly conveys this towering literary figure who was himself a symbol of the peculiarly American conflict between moral scrutiny and the drive to succeed. Mr. Clemens lived the Gilded Life that Mark Twain despised. The merging and fragmenting of these and other identities, as the biography unfolds, results in a magnificent projection of the whole man; the great comic spirit; and the exuberant, tragic human being, who, his friend William Dean Howells said, was “sole, incomparable, the Lincoln of our literature.”",['Justin Kaplan'],http://books.google.com/books/content?id=lj1Rc68iZ0YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=lj1Rc68iZ0YC&printsec=frontcover&dq=Mark+Twain:+A+Biography&hl=&cd=1&source=gbs_api,Simon and Schuster,2008-06-30,https://play.google.com/store/books/details?id=lj1Rc68iZ0YC&source=gbs_api,['Biography & Autobiography'],3.0
The Adventures of Huckleberry Finn,"Referring to ""Adventures of Huckleberry Finn, "" H. L. Mencken noted that his discovery of this classic American novel was ""the most stupendous event of my whole life""; Ernest Hemingway declared that ""all modern American literature stems from this one book,"" while T. S. Eliot called Huck ""one of the permanent symbolic figures of fiction, not unworthy to take a place with Ulysses, Faust, Don Quixote, Don Juan, Hamlet."" The novel's preeminence derives from its wonderfully imaginative re-creation of boyhood adventures along the mighty Mississippi River, its inspired characterization, the author's remarkable ear for dialogue, and the book's understated development of serious underlying themes: ""natural"" man versus ""civilized"" society, the evils of slavery, the innate value and dignity of human beings, the stultifying effects of convention, and other topics. But most of all, ""Adventures of Huckleberry Finn"" is a wonderful story filled with high adventure and unforgettable characters (including the great river itself) that no one who has read it will ever forget. Unabridged Dover (1994) republication of the text of the first American edition, published by Charles L. Webster and Company, New York, 1885. New introductory Note.""",['Mark Twain'],http://books.google.com/books/content?id=mWHcDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=mWHcDAAAQBAJ&printsec=frontcover&dq=The+Adventures+of+Huckleberry+Finn&hl=&cd=1&source=gbs_api,Courier Corporation,1994-05-26,http://books.google.com/books?id=mWHcDAAAQBAJ&dq=The+Adventures+of+Huckleberry+Finn&hl=&source=gbs_api,['Fiction'],
Tom Sawyer Abroad,"These unjustly neglected works, among the most enjoyable of Mark Twain's novels, follow Tom, Huck, and Jim as they travel across the Atlantic in a balloon, then down the Mississippi to help solve a mysterious crime. Both with the original illustrations by Dan Beard and A.B. Frost. ""Do you reckon Tom Sawyer was satisfied after all them adventures? No, he wasn’t. It only just pisoned him for more."" So Huck declares at the start of these once-celebrated but now little-known sequels to his own adventures. Tom, Huck, and Jim set sail to Africa in a futuristic air balloon, where they survive encounters with lions, robbers, and fleas and see some of the world’s greatest wonders.",['Mark Twain'],http://books.google.com/books/content?id=TWqPUQTgfEYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TWqPUQTgfEYC&printsec=frontcover&dq=Tom+Sawyer+Abroad&hl=&cd=1&source=gbs_api,Univ of California Press,2011-11-01,https://play.google.com/store/books/details?id=TWqPUQTgfEYC&source=gbs_api,['Literary Criticism'],
Mark Twain's Autobiography Vol. II,,,,,,,,,
"The Man that Corrupted Hadleyburg, and Other Stories and Essays (Oxford Mark Twain)",Collection of stories and essays that cover the full scope and variety of Twain's style.,['Mark Twain'],http://books.google.com/books/content?id=q-A_AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=q-A_AQAAMAAJ&q=The+Man+that+Corrupted+Hadleyburg,+and+Other+Stories+and+Essays+(Oxford+Mark+Twain)&dq=The+Man+that+Corrupted+Hadleyburg,+and+Other+Stories+and+Essays+(Oxford+Mark+Twain)&hl=&cd=1&source=gbs_api","Oxford University Press, USA",1996,"http://books.google.com/books?id=q-A_AQAAMAAJ&dq=The+Man+that+Corrupted+Hadleyburg,+and+Other+Stories+and+Essays+(Oxford+Mark+Twain)&hl=&source=gbs_api","['Humorous stories, American']",8.0
"The Diaries of Adam and Eve (1904,1906) (Oxford Mark Twain)","Presents a two-volume examination of the life and writings of Mark Twain including detailed synopses of his works, explanations of literary terms, biographies of friends and family, and social and historical influences.",['R. Kent Rasmussen'],http://books.google.com/books/content?id=VYsavOLN8HQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=VYsavOLN8HQC&pg=PA120&dq=The+Diaries+of+Adam+and+Eve+(1904,1906)+(Oxford+Mark+Twain)&hl=&cd=1&source=gbs_api",Infobase Publishing,2007-01-01,"http://books.google.com/books?id=VYsavOLN8HQC&dq=The+Diaries+of+Adam+and+Eve+(1904,1906)+(Oxford+Mark+Twain)&hl=&source=gbs_api","['Authors, American']",
Mark Twain's Weapons of Satire: Anti-Imperialist Writings on the Philippine-American War. (book reviews): An article from: The Mississippi Quarterly,"""Mark Twain was described by a contemporary newspaper as the ""most influential anti-imperialist and the most dreaded critic of the sacrosanct person in the White House that the country contains."" Although not a pacifist, Twain was the most prominent opponent of the Philippine-American War."" ""Today, however, this aspect of Mark Twain's career is barely known. His writings on the war have never been collected in a single volume, and a number of them are published here for the first time. Although he was a vice president of the Anti-Imperialist League from 1901 to 1910, until now no thorough study had been made of his relationship with the organized opposition to the war."" ""Drawing upon the unpublished manuscripts of Mark Twain and various leaders of the League, Jim Zwick's Introduction and headnotes provide the most complete account of Twain's involvement in the anti-imperialist movement."" ""Mark Twain's writings sparked intense controversy when they were written. Readers will appreciate the continuing relevance and quotability of his statements on the abuse of patriotism, the ""treason"" of requiring school children to salute the flag, the right to dissent, the importance of self-government, and the value of America's democratic and anticolonial traditions."" ""This book will prove valuable to all who are interested in Twain and his works as well as to teachers of literature, peace studies, and history.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved","['Mark Twain', 'Jim Zwick']",,http://books.google.com/books?id=t6ePQgAACAAJ&dq=Mark+Twain%27s+Weapons+of+Satire:+Anti-Imperialist+Writings+on+the+Philippine-American+War.+(book+reviews):+An+article+from:+The+Mississippi+Quarterly&hl=&cd=1&source=gbs_api,,1992,http://books.google.com/books?id=t6ePQgAACAAJ&dq=Mark+Twain%27s+Weapons+of+Satire:+Anti-Imperialist+Writings+on+the+Philippine-American+War.+(book+reviews):+An+article+from:+The+Mississippi+Quarterly&hl=&source=gbs_api,['History'],1.0
What Is Man? (The Oxford Mark Twain),,,,,,,,,
E-Tales Two: More of the Best & Worst of Internet Humor,"What do you call 600 lawyers at the bottom of the sea? Marc Galanter calls it an opportunity to investigate the meanings of a rich and time-honored genre of American humor: lawyer jokes. Lowering the Bar analyzes hundreds of jokes from Mark Twain classics to contemporary anecdotes about Dan Quayle, Johnnie Cochran, and Kenneth Starr. Drawing on representations of law and lawyers in the mass media, political discourse, and public opinion surveys, Galanter finds that the increasing reliance on law has coexisted uneasily with anxiety about the “legalization” of society. Informative and always entertaining, his book explores the tensions between Americans’ deep-seated belief in the law and their ambivalence about lawyers.",['Marc Galanter'],http://books.google.com/books/content?id=WGqdC6yZjSAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WGqdC6yZjSAC&pg=PA362&dq=E-Tales+Two:+More+of+the+Best&hl=&cd=1&source=gbs_api,Univ of Wisconsin Press,2006-10-10,https://play.google.com/store/books/details?id=WGqdC6yZjSAC&source=gbs_api,['Law'],
Extract From Captain Stormfield's Visit to Heaven (1909) (Oxford Mark Twain),,,,,,,,,
"My summer in a garden,","Oft quoted but seldom credited,Charles Dudley Warner’s My Summer in a Garden is a classic of American garden writing and was a seminal early work in the then fledgling genre of American nature writing. Warner—prominent in his day as a writer and newspaper editor—was a dedicated amateur gardener who shared with Mark Twain, his close friend and neighbor, a sense of humor that remains deliciously fresh today. In monthly dispatches, Warner chronicles his travails in the garden, where he and his cat, Calvin, seek to ward off a stream of interlopers, from the neighbors’ huge-hoofed cows and thieving children, to the reviled, though “propagatious,” pusley weed. To read Warner is to join him on his rounds of his beloved vegetable patch, to feel the sun on his sore back, the hoe in his blistered hands, and yet, like him, never to lose sight of “the philosophical implications of contact with the earth, and companionship with gently growing things.” This Modern Library edition is published with an extensive new Introduction by Allan Gurganus, author of Oldest Living Confederate Widow Tells All and The Practical Heart.",['Charles Dudley Warner'],http://books.google.com/books/content?id=nrdPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=nrdPEAAAQBAJ&dq=My+summer+in+a+garden,&hl=&cd=1&source=gbs_api",Modern Library,2002-02-19,"http://books.google.com/books?id=nrdPEAAAQBAJ&dq=My+summer+in+a+garden,&hl=&source=gbs_api",['Gardening'],2.0
Beyond Belief,"Foreword by Michael Shermer, Ph.D. Contributors include Penn Jillette, Julia Sweeney, and Dr. Donald B. Ardell This is an abridged edition of the print classic. It does not include essays by Richard Dawkins or Stephen Law. Please consult the print edition for these essays. It's hard enough to live a secular life in a religious world. And bringing up children without religious influence can be even more daunting. Despite the difficulties, a large and growing number of parents are choosing to raise their kids without religion. In Parenting Beyond Belief, Dale McGowan celebrates the freedom that comes with raising kids without formal indoctrination and advises parents on the most effective way to raise freethinking children. With advice from educators, doctors, psychologists, and philosophers as well as wisdom from everyday parents, the book offers tips and insights on a variety of topics, from ""mixed marriages"" to coping with death and loss, and from morality and ethics to dealing with holidays. Sensitive and timely, Parenting Beyond Belief features reflections from such freethinkers as Mark Twain, Bertrand Russell, and wellness guru Dr. Don Ardell that will empower every parent to raise both caring and independent children without constraints.",,http://books.google.com/books/content?id=nVSa06j3fgIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nVSa06j3fgIC&printsec=frontcover&dq=Beyond+Belief&hl=&cd=1&source=gbs_api,AMACOM Div American Mgmt Assn,2011-02-15,http://books.google.com/books?id=nVSa06j3fgIC&dq=Beyond+Belief&hl=&source=gbs_api,['Family & Relationships'],7.0
2000 Year Old Man In the Year the B,"A collection of quotes for every conceivable moment and passage in life includes words of wisdom by Plato, John Donne, Woody Allen, Betty Ford, Ralph Waldo Emerson, Mark Twain, Frederick Douglass, Martina Navartilova, Holden Caulfield, Susan Sontag, and many others. Original. (Reference)",,http://books.google.com/books/content?id=IXGsu4BOFgUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=IXGsu4BOFgUC&pg=PA103&dq=2000+Year+Old+Man+In+the+Year+the+B&hl=&cd=1&source=gbs_api,Columbia University Press,2003,http://books.google.com/books?id=IXGsu4BOFgUC&dq=2000+Year+Old+Man+In+the+Year+the+B&hl=&source=gbs_api,['Reference'],
Service Breakthroughs: Changing the Rules of the Game,"What Do Citicorp, UPS and Marriott have in common? They are ""breakthrough"" service providers, firms that changed the rules of the game in their respective industries by consistently meeting or exceeding customer needs and expectations. To find out how these companies do it, service management experts James Heskett, Earl Sasser, and Christopher Hart put the question to the chief executive officers of fifteen of America's leading service firms attending a workshop at the Harvard Business School. Breakthrough leaders, they discovered, think very differently about their businesses than do their competitors, in distinct and well-defined ways. Now, in Service Breakthroughs, based upon five years of exhaustive research in fourteen service industries, Heskett, Sasser, and Hart show exactly what enables one or two companies in each industry to constantly set new standards for quality and value that force competitors to adapt or fail. At the heart of breakthrough performance, the authors contend, is a sometimes intuitive but thorough understanding of the ""self-reinforcing service cycle"" that replaces traditional management of ""trade-offs."" The ""cycle"" is a paradigm derived from the research results suggesting direct links between heightened customer satisfaction, increased customer retention, augmented sales and profit, improved quality and productivity, greater service value per unit of cost, improved satisfaction of service providers, increased employee retention, and further heightened customer satisfaction. With detailed examples and dramatic case studies of Mark Twain Bancshares, American Airlines, Florida Power & Light, Federal Express, McDonald's and many other companies, Heskett, Sasser, and Hart show how this self-reinforcing cycle of behavior differentiates breakthrough leaders from their ""merely good"" competitors. The authors describe how breakthrough managers develop counterintuitive, even contrarian, strategic service visions. These companies define their ""service concept"" in terms of results achieved for customers rather than services performed. They target market segments by focusing on psychographics -- how customers think and behave -- instead of demographics. And instead of viewing a service delivery system as a facility where the service is producted and sold, breakthrough firms see it as an opportunity to enhance the quality of the service. These profound differences in thought and action have brought spectacular results. For managers who wish to set the pace in their service industries, Service Breakthroughs will be essential reading.",['James L. Heskett'],http://books.google.com/books/content?id=_Q7YgJpQ54kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_Q7YgJpQ54kC&printsec=frontcover&dq=Service+Breakthroughs:+Changing+the+Rules+of+the+Game&hl=&cd=1&source=gbs_api,Simon and Schuster,1990-09-17,https://play.google.com/store/books/details?id=_Q7YgJpQ54kC&source=gbs_api,['Business & Economics'],
The Gilded Age: A Tale of Today (Meridian classics),,"['Mark Twain', 'Charles Dudley Warner']",,http://books.google.com/books?id=MFJVswEACAAJ&dq=The+Gilded+Age:+A+Tale+of+Today+(Meridian+classics)&hl=&cd=1&source=gbs_api,,2004,http://books.google.com/books?id=MFJVswEACAAJ&dq=The+Gilded+Age:+A+Tale+of+Today+(Meridian+classics)&hl=&source=gbs_api,,
Complete Works of Mark Twain 24 Volumes COMPLETE,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",['Mark Twain'],http://books.google.com/books/content?id=52_hjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=52_hjwEACAAJ&dq=Complete+Works+of+Mark+Twain+24+Volumes+COMPLETE&hl=&cd=1&source=gbs_api,Sagwan Press,2015-08-23,http://books.google.com/books?id=52_hjwEACAAJ&dq=Complete+Works+of+Mark+Twain+24+Volumes+COMPLETE&hl=&source=gbs_api,,
"The Tragedy of Pudd'nhead Wilson, and the Comedy Those Extraordinary Twins",Picture of life in a Missouri town and the adventures of an amateur detective.,['Mark Twain'],http://books.google.com/books/content?id=rtZLAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=rtZLAQAAMAAJ&printsec=frontcover&dq=The+Tragedy+of+Pudd%27nhead+Wilson,+and+the+Comedy+Those+Extraordinary+Twins&hl=&cd=1&source=gbs_api",New York : Harper,1899,https://play.google.com/store/books/details?id=rtZLAQAAMAAJ&source=gbs_api,['Conjoined twins'],
"The Importance of Being Lazy: In Praise of Play, Leisure, and Vacation","The great American fantasy is about leisure: wooded getaways, Caribbean cruises, white-water rafting, thelights of Las Vegas. Yet one in four Americans does not take a vacation at all. We know how to work hard but not how to play. br br What we really need, argues Al Gini, is some time off. i The Importance of Being Lazy /i takes us on family road trips, to Disneyland, on shopping sprees, on extreme sports adventures, and into the ultimate vacation - retirement -- showing why we venerate vacations and why ""doing nothing"" is a fundamental human necessity. br br In a witty, breezy tour of our workaholic society, where the summer at the seashore has been supplanted by the long weekend, Gini draws on studies of Americans' vacation habits as well as interviews, personal stories, and the wry observations of philosophers, writers, and sociologists from Aristotle to Mark Twain to Thorstein Veblen. br br Without true leisure, Gini says, we are diminished as individuals and as a society. i The Importance of being Lazy /i is our road map for learning how to play, doze, gaze, amble, and goof-off without guilt.",['Al Gini'],http://books.google.com/books/content?id=4sZuRYjI-ugC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=4sZuRYjI-ugC&printsec=frontcover&dq=The+Importance+of+Being+Lazy:+In+Praise+of+Play,+Leisure,+and+Vacation&hl=&cd=1&source=gbs_api",Taylor & Francis,2006,"http://books.google.com/books?id=4sZuRYjI-ugC&dq=The+Importance+of+Being+Lazy:+In+Praise+of+Play,+Leisure,+and+Vacation&hl=&source=gbs_api",['Philosophy'],1.0
Mark Twain's America:,"Mark Twain is an American icon. We now know him as the author of classics, but in his day he was a controversial satirist and public figure who traveled the world and healed post-Civil War America with his tall tales, witty anecdotes, and humorous but insightful novels and stories. Twain's legacy continues to flourish over 100 years after his death. MARK TWAIN'S AMERICA features spectacular examples of Twain memorabilia and period Americana from the unsurpassed collections of the Library of Congress: rare illustrations, vintage photographs, popular and fine prints, period views, caricatures, cartoons, maps, and more. Excerpts from Twain's writings are framed in a lively narrative by author Harry L. Katz. Covering the years between 1850 and 1910, the book gives readers an intimate view of Twain's many roles in life: Mississippi river boat pilot, California gold prospector, ""printer's devil"" at a small-town newspaper, muckraking journalist, novelist, public speaker extraordinaire, our first major celebrity author. Through letters, political cartoons, photographs and more, MARK TWAIN'S AMERICA offers an inside look into Twain's life as well as the literary. social, and political life of America during his time.","['Harry L. Katz', 'Library of Congress']",http://books.google.com/books/content?id=dgHvnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dgHvnQEACAAJ&dq=Mark+Twain%27s+America:&hl=&cd=1&source=gbs_api,"Little, Brown",2014-10-21,http://books.google.com/books?id=dgHvnQEACAAJ&dq=Mark+Twain%27s+America:&hl=&source=gbs_api,['Biography & Autobiography'],
Superstition and Other Essays,"Of all men living and dead, I love Ingersoll most. - Mark TwainCivil War veteran, successful lawyer, persuasive spokesman for the Republican Party, spellbinding orator, and controversial iconoclast, Col. Robert G. Ingersoll (1833-1899) was one of the best-known intellectuals of the 19th century. He rose to national prominence through his gift for oratory, which he publicly displayed on numerous lecture circuit tours. For almost twenty years this dedicated popularizer of progressive thinking and staunch critic of superstition would regularly address huge audiences, opening their minds to ideas that often provoked guarded whispers in private. Ingersoll was a man far ahead of his time, who advocated agnosticism, birth control, voting rights for women, the advancement of science, and civil rights for all races. Though eloquent on a wide variety of topics, he became most famous, and notorious, for his provocative lectures questioning the traditional, Bible-based Christian worldview of the age.In this volume are collected his best-known lectures on religion, the Bible, and related subjects. Included are Why I Am an Agnostic; The Truth; What Is Religion?; Superstition; What Infidels Have Done; What Should You Substitute for the Bible as a Moral Guide?; Crumbling Creeds; The Liberty of Man, Woman, and Child; and Love.This outstanding collection is indispensable for freethinkers, humanists, and open-minded people of all persuasions.",['Robert G. Ingersoll'],http://books.google.com/books/content?id=GsUo_eHncPcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=GsUo_eHncPcC&printsec=frontcover&dq=Superstition+and+Other+Essays&hl=&cd=1&source=gbs_api,Prometheus Books,,http://books.google.com/books?id=GsUo_eHncPcC&dq=Superstition+and+Other+Essays&hl=&source=gbs_api,['Literary Collections'],2.0
"All About Mom: From Mark Twain to Maya Angelou--Insights, Thoughts, And Life Lessons on Motherhood","Nothing else in life compares to the one-of-a-kind bond mothers have with their children. Filled with more than 400 heartfelt reflections from such luminaries as Sylvia Plath, Booker T. Washington, Abraham Lincoln, Helen Keller, Alice Walker, Toni Morrison, Thomas Edison, Mark Twain, Jamaica Kincaid, Anne Tyler, and Amy Tan, All About Mom is a wise, witty, touching, and always honest look at what it really means to be mom. Whether reflecting on a mother's strength, unconditional love and wisdom or examining her influence on her grown children's lives, this book goes straight to the heart of this essential, enduring relationship.","['Dahlia Porter', 'Gabriel Cervantes']",http://books.google.com/books/content?id=W9PrDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=W9PrDQAAQBAJ&printsec=frontcover&dq=All+About+Mom:+From+Mark+Twain+to+Maya+Angelou--Insights,+Thoughts,+And+Life+Lessons+on+Motherhood&hl=&cd=1&source=gbs_api",Simon and Schuster,2006-02-15,https://play.google.com/store/books/details?id=W9PrDQAAQBAJ&source=gbs_api,['Family & Relationships'],
The Best Novels and Stories of Eugene Manlove Rhodes,"Eugene Manlove Rhodes's masterpiece, ""Pas¢ Por Aqu�"", opens this collection of his short novels and stories, set in New Mexico, where he lived during the 1880s and 1890s. J. Frank Dobie praised Rhodes's artistry, and Bernard DeVoto thought he wrote ""much the best dialogue . . . Of western characters since Mark Twain."" Included are the novelettes ""Good Men and True,"" ""Bransford of Rainbow Range,"" and ""The Trusty Knaves.""",['Eugene Manlove Rhodes'],http://books.google.com/books/content?id=NqpvdL3sJyYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=NqpvdL3sJyYC&printsec=frontcover&dq=The+Best+Novels+and+Stories+of+Eugene+Manlove+Rhodes&hl=&cd=1&source=gbs_api,U of Nebraska Press,1987-01-01,http://books.google.com/books?id=NqpvdL3sJyYC&dq=The+Best+Novels+and+Stories+of+Eugene+Manlove+Rhodes&hl=&source=gbs_api,['Fiction'],
